address,baths,beds,city,date_sold,hoa_fee,last_sold_price,latitude,longitude,parking,price,property_value,rent_high,rent_low,rent_value,sqft,tax_assessed_value,tax_rate,type,year_built,zest_high,zest_low,zest_value,zestimate
"2962 Shadow Creek Dr APT 104,",1.0,2.0,"Boulder, CO 80303",01/14/15,,225000,40.009713,-105.254583,"Garage - Attached, 180 sqft garage",225000.0,225000,2100.0,1400.0,1695.0,823.0,206000,0.0054,Condo,1985,320000.0,284000.0,301681.0,301681.0
"2867 Sundown Ln APT 304,",2.0,2.0,"Boulder, CO 80303",07/11/13,,255000,40.010127,-105.256962,Parking,255000.0,255000,2400.0,1600.0,1875.0,922.0,232000,0.0054,Townhouse,1984,366000.0,331000.0,348945.0,348945.0
"1080 9th St,",2.0,3.0,"Boulder, CO 80302",04/14/16,,599000,40.006827,-105.281737,"Garage - Detached, 228 sqft garage",599000.0,599000,3400.0,2200.0,2600.0,940.0,471200,0.0054,Single Family,1948,614000.0,512000.0,563167.0,563167.0
"3605 Hazelwood Ct,",2.0,2.0,"Boulder, CO 80304",06/16/14, 148,336000,40.040326,-105.25952,"Garage - Detached, 1 space, 264 sqft garage",336000.0,336000,2400.0,2000.0,2200.0,1424.0,262400,0.0054,Townhouse,1980,529000.0,428000.0,480610.0,480610.0
"1219 11th St,",1.0,2.0,"Boulder, CO 80302",12/05/14,,475000,40.009002,-105.278834,,475000.0,475000,3000.0,2100.0,2500.0,1161.0,378700,0.0054,Single Family,1915,611000.0,500000.0,555048.0,555048.0
"1524 Marshall Rd,",1.0,1.0,"Boulder, CO 80305",03/18/16,,650000,39.957926,-105.229532,,650000.0,650000,2700.0,2000.0,2400.0,1162.0,396800,0.0054,Single Family,1920,638000.0,553000.0,601601.0,601601.0
"325 Manhattan Dr,",1.0,3.0,"Boulder, CO 80303",05/13/13,,427500,39.993784,-105.230137,"Garage - Attached, 506 sqft garage",427500.0,427500,3000.0,2400.0,2600.0,2350.0,382900,0.0054,Single Family,1969,633000.0,572000.0,602446.0,602446.0
"1705 Iris Ave,",2.0,3.0,"Boulder, CO 80304",06/30/14,,529500,40.036627,-105.274408,"Garage - Attached, 248 sqft garage",529500.0,529500,3100.0,2400.0,2600.0,1362.0,371800,0.0054,Single Family,1962,642000.0,546000.0,600133.0,600133.0
"3534 19th St,",2.5,3.0,"Boulder, CO 80304",07/31/13,,535000,40.038552,-105.272447,"Garage - Attached, 378 sqft garage",535000.0,535000,4400.0,2700.0,3426.0,3106.0,586100,0.0054,Single Family,1989,913000.0,800000.0,869561.0,869561.0
"1133 Mapleton Ave,",3.0,4.0,"Boulder, CO 80304",08/17/15,,1133500,40.020976,-105.281809,"1 space, 220 sqft garage",1133500.0,1133500,5400.0,3200.0,4882.0,2937.0,847900,0.0054,Single Family,1916,1380000.0,1100000.0,1234802.0,1234802.0
"1104 University Ave,",3.0,9.0,"Boulder, CO 80302",11/07/14,,1700000,40.010158,-105.278491,Off street,1700000.0,1700000,5200.0,2100.0,4450.0,3868.0,823200,0.0054,Multi Family,1903,1650000.0,1380000.0,1514817.0,1514817.0
"1236 Wicklow St,",2.0,3.0,"Boulder, CO 80303",12/09/14,,400000,40.007988,-105.140013,"Garage - Attached, 474 sqft garage",400000.0,400000,2700.0,2100.0,2395.0,1686.0,257900,0.0054,Single Family,1972,485000.0,409000.0,449488.0,449488.0
"3363 Oneal Pkwy APT 35,",1.0,2.0,"Boulder, CO 80301",03/24/14,,181650,40.033739,-105.249306,171 sqft garage,181650.0,181650,1800.0,1200.0,1495.0,936.0,168700,0.0054,Condo,1981,324000.0,293000.0,308930.0,308930.0
"1405 Broadway St APT 207,",1.0,1.0,"Boulder, CO 80302",08/27/13,,170000,40.010878,-105.277521,,170000.0,170000,2500.0,1300.0,1550.0,427.0,175200,0.0054,Multi Family,1985,280000.0,251000.0,264090.0,264090.0
"4 Benthaven Pl,",3.0,3.0,"Boulder, CO 80305",09/10/14,,493500,39.973587,-105.260548,"Garage - Detached, 456 sqft garage",493500.0,493500,3400.0,2400.0,2800.0,1612.0,444000,0.0054,Single Family,1976,666000.0,590000.0,628159.0,628159.0
"7347 Meadow Ct,",3.0,3.0,"Boulder, CO 80301",05/06/14,,631000,40.055792,-105.182042,"Garage - Attached, 712 sqft garage",631000.0,631000,3500.0,2700.0,2950.0,3684.0,524700,0.0054,Single Family,1989,816000.0,723000.0,777144.0,777144.0
"3386 Cripple Creek Trl # F15,",2.0,2.0,"Boulder, CO 80305",08/29/13,,293000,39.967267,-105.253452,"Garage - Detached, 240 sqft garage",293000.0,293000,2400.0,1800.0,2100.0,1064.0,274100,0.0054,Single Family,1979,433000.0,392000.0,412118.0,412118.0
"3250 Oneal Cir APT J35,",1.0,2.0,"Boulder, CO 80301",06/02/15, 195,184900,40.03456,-105.25157,,184900.0,184900,1600.0,1100.0,1350.0,705.0,129400,0.0054,Condo,1969,256000.0,229000.0,244083.0,244083.0
"3986 26th St,",1.0,2.0,"Boulder, CO 80304",11/27/13,,365000,40.047116,-105.262602,"Garage - Attached, 280 sqft garage",365000.0,365000,2900.0,1600.0,2300.0,680.0,299700,0.0054,Single Family,1956,807000.0,563000.0,695277.0,695277.0
"1507 Lodge Ln,",3.0,3.0,"Boulder, CO 80303",08/04/14, 170,645000,40.012821,-105.227153,"Garage - Attached, 480 sqft garage",645000.0,645000,3900.0,2700.0,3080.0,3486.0,542010,0.0054,Single Family,1992,873000.0,759000.0,815977.0,815977.0
"7184 Rustic Trl,",3.0,4.0,"Boulder, CO 80301",04/14/16,,835000,40.059509,-105.185756,"Garage - Attached, 2 spaces, 690 sqft garage",835000.0,835000,4500.0,2900.0,4000.0,4029.0,703600,0.0054,Single Family,1976,1130000.0,862000.0,1002091.0,1002091.0
"7580 Skyway Ct,",4.0,4.0,"Boulder, CO 80303",05/11/15,,1135000,39.973163,-105.175723,"Garage - Attached, 3 spaces, 896 sqft garage",1135000.0,1135000,7100.0,3500.0,5993.0,6837.0,625700,0.0054,Single Family,2004,2000000.0,1260000.0,1515536.0,1515536.0
"7288 Petursdale Ct,",3.0,4.0,"Boulder, CO 80301",01/26/16,,580500,40.052282,-105.184867,"Garage - Attached, 504 sqft garage",580500.0,580500,3000.0,2400.0,2550.0,2510.0,360200,0.0054,Single Family,1976,615000.0,540000.0,574894.0,574894.0
"30 Pima Ct,",4.0,4.0,"Boulder, CO 80303",10/20/15,,333375,39.987787,-105.234628,"Garage - Attached, 402 sqft garage",333375.0,333375,3200.0,2400.0,2650.0,2326.0,373600,0.0054,Condo,1983,548000.0,481000.0,511707.0,511707.0
"5563 Stonewall Pl,",0.0,0.0,"Boulder, CO 80303",07/15/13,,605000,40.001396,-105.223712,,605000.0,605000,3300.0,2000.0,2454.0,0.0,,0.0054,Single Family,,603000.0,440000.0,511157.0,511157.0
"695 Manhattan Dr APT 111,",2.0,2.0,"Boulder, CO 80303",11/03/14, 260,195100,39.999689,-105.231239,,195100.0,195100,1600.0,1200.0,1525.0,880.0,154200,0.0054,Condo,1979,274000.0,215000.0,236153.0,236153.0
"3545 Clover Cir,",3.0,4.0,"Boulder, CO 80304",10/14/13,,692000,40.039152,-105.274215,"Garage - Attached, 625 sqft garage",692000.0,692000,4900.0,2800.0,3850.0,3237.0,613400,0.0054,Single Family,1972,1000000.0,836000.0,918240.0,918240.0
"1845 Upland Ave,",2.0,3.0,"Boulder, CO 80304",10/20/15,,1325000,40.053313,-105.274183,"Garage - Attached, 870 sqft garage",1325000.0,1325000,6300.0,4000.0,5260.0,2262.0,867700,0.0054,Single Family,1960,1440000.0,1130000.0,1331243.0,1331243.0
"2800 Aurora Ave UNIT 117,",2.0,3.0,"Boulder, CO 80303",03/19/15, 295,475000,40.003256,-105.25768,"Garage - Attached, 440 sqft garage",475000.0,475000,3000.0,2300.0,2497.0,1440.0,389500,0.0054,Condo,2003,552000.0,499000.0,525748.0,525748.0
"4132 Autumn Ct,",2.0,2.0,"Boulder, CO 80304",10/12/15, 64,511000,40.0494,-105.260094,"Garage - Attached, 240 sqft garage",511000.0,511000,2500.0,2100.0,2295.0,1146.0,301400,0.0054,Single Family,1986,545000.0,484000.0,509565.0,509565.0
"4614 Tally Ho Trl,",3.0,4.0,"Boulder, CO 80301",06/05/13,,501500,40.058428,-105.196627,"Garage - Attached, 462 sqft garage",501500.0,501500,3400.0,2500.0,2875.0,2909.0,452100,0.0054,Single Family,1988,688000.0,622000.0,655221.0,655221.0
"3160 Endicott Dr,",3.5,5.0,"Boulder, CO 80305",11/01/13,,740000,39.973962,-105.255377,"Garage - Attached, 445 sqft garage",740000.0,740000,4500.0,2800.0,4000.0,2535.0,705900,0.0054,Single Family,1971,1050000.0,926000.0,984587.0,984587.0
"1912 Arapahoe Ave,",2.0,6.0,"Boulder, CO 80302",08/20/14,,925000,40.014319,-105.269642,1472 sqft garage,925000.0,925000,5100.0,3000.0,4407.0,2976.0,721200,0.0054,Single Family,1933,1230000.0,1000000.0,1114157.0,1114157.0
"4500 Baseline Rd APT 3101,",2.0,2.0,"Boulder, CO 80303",08/07/14, 249,345000,39.999318,-105.23762,"Garage - Attached, 190 sqft garage",345000.0,345000,2400.0,1700.0,1975.0,1094.0,295800,0.0054,Townhouse,2004,446000.0,366000.0,398200.0,398200.0
"1502 Greenbriar Blvd,",2.25,3.0,"Boulder, CO 80305",04/30/14,,410500,39.972621,-105.240333,205 sqft garage,410500.0,410500,2700.0,2200.0,2475.0,1910.0,289600,0.0054,Condo,1968,490000.0,439000.0,467130.0,467130.0
"660 S 40th St,",1.0,2.0,"Boulder, CO 80305",03/16/16,,515000,39.983585,-105.247172,,515000.0,515000,2600.0,1900.0,2300.0,910.0,327000,0.0054,Condo,1966,544000.0,478000.0,508332.0,508332.0
"6954 Wapiti Ct,",3.0,4.0,"Boulder, CO 80301",09/05/14, 5,536000,40.060131,-105.191337,"Garage - Attached, 432 sqft garage",536000.0,536000,3300.0,2500.0,2875.0,2216.0,412300,0.0054,Single Family,1970,650000.0,571000.0,607386.0,607386.0
"5879 Sunshine Canyon Dr,",5.0,5.0,"Boulder, CO 80302",08/18/15,,1350000,40.058456,-105.365036,"Garage - Detached, 672 sqft garage",1350000.0,1350000,7400.0,2300.0,5570.0,4954.0,141000,0.0054,Single Family,2015,1700000.0,1030000.0,1405920.0,1405920.0
"2637 Tumwater Ln,",1.0,2.0,"Boulder, CO 80304",02/03/16,,199770,40.035433,-105.261731,,199770.0,199770,1900.0,1300.0,1600.0,964.0,181400,0.0054,Single Family,1998,246000.0,206000.0,221977.0,221977.0
"2707 Valmont Rd APT 106B,",1.0,2.0,"Boulder, CO 80304",08/20/14,,151000,40.030148,-105.260497,,151000.0,151000,1700.0,1200.0,1450.0,792.0,134500,0.0054,Condo,1972,235000.0,161000.0,205977.0,205977.0
"7300 Island Green Dr,",5.0,5.0,"Boulder, CO 80301",,,888000,40.070242,-105.183182,"Garage - Attached, 3 spaces, 662 sqft garage",,888000,4800.0,2100.0,3859.0,4789.0,694000,0.0054,Single Family,1992,1030000.0,928000.0,977351.0,
"3815 Lakebriar Dr,",2.5,4.0,"Boulder, CO 80304",09/20/13,,1069200,40.043855,-105.293426,"Garage - Attached, 2 spaces, 462 sqft garage",1069200.0,1069200,10000.0,5600.0,6520.0,4045.0,1100000,0.0054,Single Family,1976,1730000.0,1570000.0,1648296.0,1648296.0
"525 Manhattan Dr APT 102,",3.0,4.0,"Boulder, CO 80303",11/18/14,,360000,39.997261,-105.22968,"Garage - Detached, 2 spaces, 420 sqft garage",360000.0,360000,2700.0,2000.0,2400.0,2242.0,251400,0.0054,Condo,1981,493000.0,377000.0,443845.0,443845.0
"4500 Baseline Rd APT 3304,",2.0,2.0,"Boulder, CO 80303",07/03/14, 242,349000,39.999318,-105.23762,"Garage - Attached, 190 sqft garage",349000.0,349000,2300.0,1700.0,1925.0,1094.0,296300,0.0054,Condo,2004,443000.0,371000.0,402900.0,402900.0
"3880 Promontory Ct,",3.0,4.0,"Boulder, CO 80304",11/05/14,,985000,40.045037,-105.293242,"Garage - Attached, 744 sqft garage",985000.0,985000,6200.0,3900.0,5359.0,3930.0,840000,0.0054,Single Family,1987,1420000.0,1230000.0,1355444.0,1355444.0
"3701 Arapahoe Ave UNIT 218,",2.0,2.0,"Boulder, CO 80303",05/01/15, 427,469969,40.015853,-105.247779,"Garage - Attached, Off street, 2 spaces, 200 sqft garage",469969.0,469969,3100.0,2100.0,2400.0,1308.0,382500,0.0054,Condo,2006,589000.0,459000.0,521203.0,521203.0
"311 Mapleton Ave,",3.0,6.0,"Boulder, CO 80304",07/17/14,,150000,40.022144,-105.293235,,150000.0,150000,161000.0,53000.0,84879.0,2088.0,14208700,0.0054,Single Family,1961,27300000.0,17600000.0,21466608.0,21466608.0
"1229 Mallard Ct,",4.25,4.0,"Boulder, CO 80303",07/29/13,,958000,40.008506,-105.212653,"Garage - Attached, 3 spaces, 849 sqft garage",958000.0,958000,6900.0,4000.0,5990.0,3907.0,955000,0.0054,Single Family,1999,1620000.0,1410000.0,1514862.0,1514862.0
"240 Devon Pl,",1.0,4.0,"Boulder, CO 80302",05/13/13,,695000,39.995803,-105.266889,"Garage - Attached, 470 sqft garage",695000.0,695000,4200.0,2600.0,3200.0,2004.0,640900,0.0054,Single Family,1956,996000.0,830000.0,922082.0,922082.0
"1933 Grove St,",2.0,2.0,"Boulder, CO 80302",11/18/14,,461235,40.015589,-105.269544,,461235.0,461235,3400.0,2200.0,2550.0,1052.0,418100,0.0054,Single Family,1911,663000.0,537000.0,603078.0,603078.0
"820 Peakview Rd,",3.5,5.0,"Boulder, CO 80302",07/16/14,,828000,40.098098,-105.324775,"Garage - Attached, 527 sqft garage",828000.0,828000,4500.0,2500.0,3295.0,4200.0,561900,0.0054,Single Family,2010,1050000.0,813000.0,924134.0,924134.0
"500 Mohawk Dr APT 603,",1.75,2.0,"Boulder, CO 80303",08/28/13,,310300,39.996782,-105.235736,180 sqft garage,310300.0,310300,2400.0,1700.0,1895.0,1176.0,256900,0.0054,Condo,1969,359000.0,325000.0,341826.0,341826.0
"1705 Quince Ave,",4.0,5.0,"Boulder, CO 80304",02/18/14,,600000,40.048196,-105.275374,"Garage - Detached, 480 sqft garage",600000.0,600000,4800.0,2600.0,3497.0,3234.0,561500,0.0054,Single Family,1981,987000.0,816000.0,897177.0,897177.0
"1276 Aikins Way,",1.0,3.0,"Boulder, CO 80305",10/26/15,,445000,39.974701,-105.239021,"Garage - Attached, 288 sqft garage",445000.0,445000,2700.0,2000.0,2325.0,960.0,345800,0.0054,Single Family,1970,485000.0,434000.0,462128.0,462128.0
"4161 Westcliffe Ct,",4.0,5.0,"Boulder, CO 80301",04/11/16, 30,950000,40.050204,-105.247909,"Garage - Attached, 2 spaces, 613 sqft garage",950000.0,950000,4600.0,2500.0,3783.0,3597.0,894400,0.0054,Single Family,2013,1020000.0,900000.0,957810.0,957810.0
"1001 Miami Way,",1.5,4.0,"Boulder, CO 80305",05/19/14,,625000,39.979245,-105.254345,"Garage - Attached, 513 sqft garage",625000.0,625000,3400.0,2400.0,2800.0,2511.0,473600,0.0054,Single Family,1963,869000.0,711000.0,789713.0,789713.0
"2985 13th St,",2.75,4.0,"Boulder, CO 80304",07/21/15,,747000,40.029753,-105.280593,"Carport, 304 sqft garage",747000.0,747000,4000.0,2700.0,3055.0,2484.0,474600,0.0054,Single Family,1960,866000.0,768000.0,817442.0,817442.0
"5388 Waterstone Dr,",3.5,5.0,"Boulder, CO 80301",11/14/13,,1437000,40.060871,-105.22708,"Garage - Attached, 817 sqft garage",1437000.0,1437000,15000.0,4800.0,9048.0,9068.0,1549400,0.0054,Single Family,1999,2840000.0,2010000.0,2288267.0,2288267.0
"1007 E Moorhead Cir,",1.0,2.0,"Boulder, CO 80305",05/30/13,,228000,39.980216,-105.236594,"Garage - Detached, 240 sqft garage",228000.0,228000,2200.0,1700.0,1800.0,924.0,227600,0.0054,Single Family,1978,378000.0,342000.0,360278.0,360278.0
"1140 Portland Pl APT 206,",2.0,2.0,"Boulder, CO 80304",09/30/13,,380000,40.022864,-105.282669,"Garage - Attached, 2 spaces",380000.0,380000,3300.0,2200.0,2550.0,1287.0,430700,0.0054,Multi Family,1984,715000.0,647000.0,680772.0,680772.0
"7266 Siena Way # A,",3.75,4.0,"Boulder, CO 80301",07/21/14,,480000,40.066056,-105.183922,"Garage - Attached, 480 sqft garage",480000.0,480000,3600.0,2400.0,2875.0,3783.0,434400,0.0054,Condo,1983,652000.0,556000.0,598210.0,598210.0
"4760 Kincross Ct,",4.0,5.0,"Boulder, CO 80301",03/30/16,,880000,40.061637,-105.162017,"Garage - Attached, 528 sqft garage",880000.0,880000,4300.0,1500.0,3278.0,4178.0,705400,0.0054,Single Family,1984,886000.0,785000.0,843549.0,843549.0
"2830 E College Ave UNIT 301,",1.0,1.0,"Boulder, CO 80303",02/24/14, 143,282000,40.006947,-105.257576,"Garage - Attached, 200 sqft garage",282000.0,282000,1800.0,1200.0,1600.0,624.0,199500,0.0054,Condo,2008,357000.0,247000.0,297217.0,297217.0
"3005 24th St,",2.0,3.0,"Boulder, CO 80304",12/04/15,,775000,40.02992,-105.26534,"Garage - Attached, 297 sqft garage",775000.0,775000,3500.0,2600.0,3016.0,1707.0,550900,0.0054,Single Family,1958,831000.0,699000.0,776505.0,776505.0
"3272 Big Horn St,",4.0,5.0,"Boulder, CO 80301",06/06/14, 25,815000,40.04213,-105.250237,"Garage - Attached, 670 sqft garage",815000.0,815000,4400.0,2400.0,3504.0,3714.0,776500,0.0054,Single Family,2010,1010000.0,753000.0,885852.0,885852.0
"2730 6th St,",2.0,5.0,"Boulder, CO 80304",06/02/14,,783744,40.026062,-105.28878,"Garage - Attached, 240 sqft garage",783744.0,783744,4700.0,2400.0,3342.0,2256.0,569200,0.0054,Single Family,1954,958000.0,785000.0,862682.0,862682.0
"3733 Paonia St,",3.0,3.0,"Boulder, CO 80301",04/05/16,,839900,40.042963,-105.253308,,839900.0,839900,,,,3528.0,215000,0.0054,Condo,2015,3800.0,1500.0,Unavailable,
"4500 Baseline Rd APT 3104,",2.0,2.0,"Boulder, CO 80303",08/16/13,,337500,39.999318,-105.23762,"Garage - Attached, 190 sqft garage",337500.0,337500,2300.0,1700.0,1895.0,1094.0,289900,0.0054,Condo,2004,435000.0,362000.0,388762.0,388762.0
"902 Laramie Ln,",0.0,0.0,"Erie, CO 80516",11/25/15,,424528,40.066111,-105.28504,,424528.0,424528,,,,0.0,51400,0.0054,Single Family,,,,,
"3120 Corona Trl # L305,",1.0,1.0,"Boulder, CO 80301",07/25/13,,112000,40.035789,-105.250938,"Garage - Attached, 135 sqft garage",112000.0,112000,1300.0,996.0,1145.0,576.0,92300,0.0054,Condo,1972,177000.0,155000.0,166583.0,166583.0
"1566 Greenbriar Blvd,",1.75,3.0,"Boulder, CO 80305",10/27/14,,385000,39.972411,-105.24029,219 sqft garage,385000.0,385000,2600.0,2100.0,2400.0,1834.0,277300,0.0054,Condo,1969,466000.0,422000.0,444189.0,444189.0
"1435 Ithaca Dr,",1.75,4.0,"Boulder, CO 80305",05/29/14,,589000,39.974501,-105.256827,"Garage - Attached, 288 sqft garage",589000.0,589000,3400.0,2400.0,2850.0,1839.0,467300,0.0054,Single Family,1968,779000.0,670000.0,727988.0,727988.0
"1160 Berea Dr,",3.0,4.0,"Boulder, CO 80305",05/26/15,,656000,39.977527,-105.249954,On street,656000.0,656000,3500.0,2500.0,2900.0,2500.0,488400,0.0054,Single Family,1964,847000.0,701000.0,770272.0,770272.0
"1543 Pine St,",3.75,3.0,"Boulder, CO 80302",02/24/14,,1150000,40.02117,-105.275751,"Off street, 198 sqft garage",1150000.0,1150000,5200.0,2600.0,4400.0,2864.0,943800,0.0054,Multi Family,1875,1590000.0,1400000.0,1502952.0,1502952.0
"265 Willow Glen Ct,",3.5,5.0,"Boulder, CO 80302",01/07/14,,1700000,40.01956,-105.293108,"Garage - Attached, 2 spaces, 600 sqft garage",1700000.0,1700000,15000.0,7100.0,8987.0,5246.0,1397000,0.0054,Single Family,1987,2800000.0,2160000.0,2272383.0,2272383.0
"446 Theresa Dr,",1.75,3.0,"Boulder, CO 80303",10/24/13,,500000,39.994818,-105.166518,"Garage - Attached, 476 sqft garage",500000.0,500000,3200.0,2400.0,2775.0,2040.0,463400,0.0054,Single Family,1960,795000.0,673000.0,723172.0,723172.0
"4238 Sumac Ct,",2.0,5.0,"Boulder, CO 80301",,,,40.050181,-105.255747,"Garage - Attached, Off street, On street, 460 sqft garage",,,669000.0,593000.0,630942.0,2215.0,,,,1975,3000.0,2400.0,2695.0,
"695 Manhattan Dr APT 221,",2.0,2.0,"Boulder, CO 80303",05/22/15,,227000,39.999689,-105.231239,,227000.0,227000,1700.0,1400.0,1550.0,888.0,159200,0.0054,Condo,1979,262000.0,223000.0,245295.0,245295.0
"1140 Portland Pl APT 01,",2.0,3.0,"Boulder, CO 80304",01/20/15,,666812,40.02293,-105.282859,,666812.0,666812,3600.0,2500.0,3019.0,1650.0,517400,0.0054,Condo,1984,842000.0,709000.0,779231.0,779231.0
"3210 Arnett St,",3.0,4.0,"Boulder, CO 80304",07/13/15,,612500,40.033179,-105.261954,Off street,612500.0,612500,3300.0,2500.0,2800.0,1846.0,381300,0.0054,Single Family,1961,671000.0,601000.0,639143.0,639143.0
"700 30th St,",1.0,0.0,"Boulder, CO 80303",12/07/15,,1300000,40.000424,-105.252742,,1300000.0,1300000,,,,3200.0,380800,0.0054,Multi Family,1962,3000.0,1900.0,Unavailable,
"3035 Oneal Pkwy APT T15,",1.0,1.0,"Boulder, CO 80301",09/29/15, 224,160000,40.034268,-105.253126,Off street,160000.0,160000,1700.0,1100.0,1494.0,786.0,94100,0.0054,Condo,1971,186000.0,158000.0,169398.0,169398.0
"5930 Gunbarrel Ave APT F,",1.0,2.0,"Boulder, CO 80301",08/25/14,,165000,40.060251,-105.210305,,165000.0,165000,1800.0,1200.0,1495.0,842.0,175900,0.0054,Condo,1986,278000.0,252000.0,264923.0,264923.0
"7402 Singing Hills Dr # K205,",2.0,2.0,"Boulder, CO 80301",04/11/14,,172500,40.068964,-105.180495,"Garage - Detached, 231 sqft garage",172500.0,172500,1600.0,1500.0,1550.0,965.0,154700,0.0054,Condo,1989,226000.0,205000.0,215651.0,215651.0
"1155 Canyon Blvd STE 201,",1.0,1.0,"Boulder, CO 80302",, 212,,40.016022,-105.28004,"Garage - Attached, 200 sqft garage",,,849000.0,566000.0,628538.0,734.0,,,,2006,2900.0,2200.0,2600.0,
"4948 Carter Ct # A,",3.5,3.0,"Boulder, CO 80301",04/18/16,,458000,40.064563,-105.194,"Garage - Attached, 484 sqft garage",458000.0,458000,2700.0,2100.0,2300.0,2100.0,331700,0.0054,Condo,1983,445000.0,403000.0,424278.0,424278.0
"4417 Wellington Rd,",3.0,5.0,"Boulder, CO 80301",06/18/13,,487000,40.055289,-105.214621,"Garage - Attached, 440 sqft garage",487000.0,487000,3200.0,2400.0,2800.0,2368.0,409300,0.0054,Single Family,1986,695000.0,605000.0,643359.0,643359.0
"3217 Broadway St,",1.0,2.0,"Boulder, CO 80304",12/01/15,,456000,40.0333,-105.282396,"Garage - Attached, 252 sqft garage",456000.0,456000,2500.0,1700.0,2150.0,864.0,309600,0.0054,Single Family,1946,571000.0,424000.0,492528.0,492528.0
"5559 Colt Dr,",3.0,4.0,"Longmont, CO 80503",06/11/14,,415000,40.075049,-105.179416,"Garage - Attached, 480 sqft garage",415000.0,415000,3000.0,2300.0,2495.0,2652.0,340700,0.0054,Single Family,1972,511000.0,462000.0,486696.0,486696.0
"3601 Arapahoe Ave UNIT 432,",2.0,2.0,"Boulder, CO 80303",05/05/15,,544000,40.014823,-105.248031,"Garage - Attached, 400 sqft garage",544000.0,544000,3000.0,2100.0,2400.0,1155.0,405400,0.0054,Condo,2006,604000.0,468000.0,544504.0,544504.0
"3669 Chase Ct,",2.0,3.0,"Boulder, CO 80305",09/17/13,,399900,39.992424,-105.248747,"Garage - Attached, 253 sqft garage",399900.0,399900,3200.0,2400.0,2695.0,2001.0,421800,0.0054,Single Family,1961,640000.0,557000.0,598501.0,598501.0
"2669 Spruce St,",0.0,0.0,"Boulder, CO 80302",01/04/15,,,40.023418,-105.259964,,935000.0,,,,,2552.0,,,,1930,3700.0,2200.0,Unavailable,
"947 5th St,",3.0,4.0,"Boulder, CO 80302",08/20/13,,1700000,40.004761,-105.29034,356 sqft garage,1700000.0,1700000,15000.0,7700.0,9340.0,3512.0,1633000,0.0054,Single Family,1930,2840000.0,2170000.0,2362722.0,2362722.0
"1760 Lehigh St,",4.0,5.0,"Boulder, CO 80305",04/08/14,,787500,39.970287,-105.259753,"Garage - Attached, 440 sqft garage",787500.0,787500,4900.0,2600.0,4334.0,3429.0,672000,0.0054,Single Family,1966,1170000.0,997000.0,1095813.0,1095813.0
"805 29th St APT 105,",1.0,1.0,"Boulder, CO 80303",09/03/15,,191000,40.002812,-105.256696,,191000.0,191000,1500.0,950.0,1250.0,708.0,143800,0.0054,Condo,1969,220000.0,193000.0,205617.0,205617.0
"3601 Arapahoe Ave UNIT 215,",1.0,1.0,"Boulder, CO 80303",09/09/15,,115678,40.015277,-105.248031,"Garage - Attached, 200 sqft garage",115678.0,115678,1700.0,1200.0,1500.0,814.0,105700,0.0054,Condo,2006,353000.0,120000.0,176369.0,176369.0
"1487 Lodge Ct,",4.0,4.0,"Boulder, CO 80303",11/21/14, 185,647500,40.012352,-105.226458,"Garage - Attached, 513 sqft garage",647500.0,647500,4100.0,2400.0,3231.0,3663.0,580580,0.0054,Single Family,1993,875000.0,759000.0,825160.0,825160.0
"575 Manhattan Dr UNIT 104,",2.0,2.0,"Boulder, CO 80303",08/27/14, 245,255000,39.99788,-105.229481,"Garage - Detached, 1 space, 240 sqft garage",255000.0,255000,2100.0,1500.0,1800.0,954.0,210700,0.0054,Condo,1990,333000.0,295000.0,317238.0,317238.0
"5342 Sun Dial Pl,",3.0,4.0,"Boulder, CO 80301",12/16/14, 5,647500,40.071658,-105.188296,"Garage - Attached, 2 spaces, 616 sqft garage",647500.0,647500,3400.0,2600.0,2900.0,2777.0,515100,0.0054,Single Family,2006,708000.0,629000.0,661663.0,661663.0
"450 S 38th St,",3.0,5.0,"Boulder, CO 80305",03/23/15,,488000,39.98637,-105.248911,"Garage - Attached, 220 sqft garage",488000.0,488000,3200.0,2400.0,2775.0,2304.0,407000,0.0054,Single Family,1956,639000.0,555000.0,603181.0,603181.0
"1329 Songbird Ct,",4.5,6.0,"Boulder, CO 80303",05/29/14,,1270000,40.010079,-105.206898,"Garage - Attached, 781 sqft garage",1270000.0,1270000,11000.0,4600.0,6253.0,5983.0,982200,0.0054,Single Family,1989,1660000.0,1490000.0,1581715.0,1581715.0
"2441 Bluff St,",2.5,2.0,"Boulder, CO 80304",08/13/13,,480000,40.025813,-105.264758,"Garage - Attached, 240 sqft garage",480000.0,480000,3600.0,2300.0,2895.0,1428.0,410000,0.0054,Single Family,1983,833000.0,590000.0,694456.0,694456.0
"525 Yale Rd,",3.0,4.0,"Boulder, CO 80305",06/25/15,,907500,39.985411,-105.256113,"Garage - Attached, 528 sqft garage",907500.0,907500,4300.0,3100.0,3689.0,2176.0,535600,0.0054,Single Family,1968,980000.0,868000.0,933380.0,933380.0
"3305 Euclid Ave,",2.0,2.0,"Boulder, CO 80303",01/15/14,,304000,40.00539,-105.250165,,304000.0,304000,2600.0,2100.0,2295.0,1252.0,296700,0.0054,Single Family,1960,518000.0,419000.0,471199.0,471199.0
"5110 Williams Fork Trl APT 201,",1.75,2.0,"Boulder, CO 80301",,,,40.066129,-105.200444,On street,,,204000.0,185000.0,194692.0,924.0,,,,1969,1600.0,1400.0,1525.0,
